id,cultura,tipo_solo,ph,umidade_pct,irrigacao_horas,n_mgkg,p_mgkg,k_mgkg,producao_ton_ha
29,laranja,arenoso,5.83,23.2,6.2,865.7946506908752,51.34318270129996,94.64566365847774,27.913741535678785
30,laranja,massape,4.54,19.9,2.5,687.4446345067671,5.0,243.23753453477127,25.989726072329823
31,soja,misturado,6.26,24.4,6.9,1017.8698754756306,41.58556107772796,210.0076034269501,2.654160236811956
32,laranja,latossolo,5.01,32.8,6.0,847.7274435346267,,122.50676156278078,28.425935040556162
33,soja,massape,6.43,17.8,5.0,932.6420510054709,29.226709706620788,167.9551195955991,3.391527164391784
34,soja,misturado,6.78,27.6,9.8,826.1293779906874,37.115199388744124,109.29826523113567,2.90154147835758
35,laranja,misturado,6.0,32.2,6.8,788.931539227335,44.784904350402634,171.85678564689943,31.721788941031377
36,soja,argiloso,6.13,20.3,3.8,705.2755980768745,,81.71425573548011,3.561918719460393
37,laranja,arenoso,7.35,20.0,8.0,1067.244587364306,29.039092353026938,195.01508675843587,28.24456291196488
38,laranja,,7.04,24.3,8.8,865.3693796400604,55.82544777668365,99.01780214493641,28.058614289710206
39,cana,massape,7.24,24.0,1.3,837.0618212603232,31.46094019709264,198.35490171258942,96.35245295997098
40,laranja,arenoso,6.94,29.8,2.0,860.357220311568,33.97940616110823,124.35462550833948,29.837651843905157
41,cana,latossolo,4.83,20.9,2.2,764.2276413028451,49.26737678841775,102.59544278410357,76.57293461261968
42,laranja,arenoso,4.95,34.9,6.9,837.729714644795,49.805528464391124,246.77980303497935,27.01175858199926
43,laranja,massape,6.08,9.6,6.0,941.1259629386975,35.82450508300532,160.61677109362594,30.784247009680396
44,cana,arenoso,5.24,8.1,6.2,693.172600188647,5.0,130.66911773708657,60.61214890801528
45,cana,latossolo,5.93,25.3,9.4,722.1296013841584,31.717636701182276,195.49069850107585,73.82168741452446
46,laranja,argiloso,5.68,16.1,7.8,,47.42832279360385,69.6005358255069,31.410688331694875
47,soja,massape,6.15,14.5,1.3,827.4486934400887,55.329120805350456,216.4118153556215,3.783551041686445
48,cana,argiloso,6.74,16.4,3.5,789.6878382151981,43.8105501370733,141.63331761549304,97.25258488321614
49,soja,argiloso,6.65,14.9,4.4,631.2256788881449,37.81520929386577,186.04726294010624,3.657317324899112
50,soja,argiloso,6.06,8.8,4.0,1070.1355274948478,79.39816508548986,57.12759233861483,3.351897545068576
51,soja,misturado,6.97,34.2,6.7,688.8148372978313,39.41270817741968,127.05444251202026,2.888438636124924
52,cana,misturado,5.79,14.0,8.9,896.9414678077084,54.183490301866584,150.27480836072905,82.64051938512118
53,soja,argiloso,7.19,27.8,3.1,558.3629861366819,24.97421856859656,211.81795281711172,2.5026923797523257
54,cana,massape,4.71,28.6,5.5,,28.647482261865495,190.82466383624896,100.60787303452904
55,soja,latossolo,7.36,33.1,7.9,1135.3712487237162,54.70988417193337,126.45137774295499,2.973154879010276
56,laranja,latossolo,6.46,8.8,4.2,996.9040690956031,60.668419136780564,169.0768654394029,25.333271199883985
57,laranja,arenoso,5.64,31.5,1.7,593.1039737189407,39.15424664709894,225.3941461036189,
58,cana,massape,5.09,22.2,4.7,1067.7524287818462,17.27046462554219,138.0006909946464,65.62447651468547
59,laranja,misturado,5.94,25.1,0.6,734.5302000719295,42.486639908981616,131.46810237388155,22.052986879872844
60,laranja,argiloso,5.08,25.4,9.4,665.8056242556776,47.84108851169342,36.617721434825256,29.339856719125674
61,soja,arenoso,5.0,30.1,0.7,823.3077908484694,46.48227058393237,133.2556598794314,3.508152166026991
62,cana,latossolo,6.35,17.0,4.4,819.3264653307021,36.54915502558492,45.6223776789287,84.13959045791009
63,soja,misturado,6.07,27.8,5.3,798.9902697639421,42.70673821108593,143.13991925800758,3.2843667548256366
64,soja,,6.51,22.3,9.9,1154.7348495809388,33.75334733573841,209.28810859456482,3.807351181557778
65,soja,argiloso,7.29,29.4,1.7,1302.3651992885252,28.3224266439471,22.821631497191078,3.55452737802426
66,soja,latossolo,6.1,34.7,1.1,626.172692530107,56.335027809702076,224.05252947724742,3.500467973811018
67,soja,massape,6.24,13.4,0.1,762.2335211350819,46.46697470104066,130.1866124006281,3.6102585971174967
68,soja,misturado,4.77,34.9,1.6,928.5496672089913,42.73974662066505,148.37010797240364,3.1797638901245526
69,soja,argiloso,6.65,10.4,2.1,822.2567018125545,37.39278385841758,119.8548131916875,4.169266265657209
70,cana,massape,5.7,8.1,6.3,979.8797498557033,42.2973966519738,47.205787047080435,57.309621780010204
71,laranja,latossolo,7.43,9.2,2.2,1083.197071189159,47.404746431804945,103.02064954222558,35.289605120593905
72,soja,misturado,6.97,17.2,0.2,1049.8731884540082,70.9302236372146,275.8446041069691,3.6608430074972436
73,soja,massape,6.07,25.1,8.3,1021.9467135699664,54.81805274740716,84.23727022479291,3.3993153006203416
74,soja,massape,4.87,9.9,3.7,1231.8191041839445,35.00536317076371,54.687458296466986,3.3320115830408445
75,soja,massape,7.08,8.2,3.5,582.2105434167781,35.16354385941464,158.47746164442617,3.237778681145157
76,soja,misturado,6.9,33.3,3.0,1196.021758390923,32.824783495131065,144.85340908966103,3.7413774351853633
77,soja,misturado,5.05,30.2,9.8,817.4016731820512,41.992192031205384,130.60021255226113,3.284054210400046
78,laranja,arenoso,5.39,29.8,1.7,1057.0250441351254,32.81322824638673,150.86687660113537,24.360576302384565
79,laranja,latossolo,6.88,31.9,9.0,694.0667543441114,52.122356174844384,188.6521566417694,32.50991442660841
80,soja,argiloso,5.06,26.9,7.8,718.3007216213445,5.347256163029208,114.77018401288115,3.933906493623943
81,laranja,massape,7.25,10.8,0.8,1032.4234582964054,53.02752463912116,161.664612496957,18.364154384606234
82,cana,arenoso,5.77,18.8,9.9,514.2539954500309,49.13066231708146,211.43247972780023,113.28510196924384
83,soja,argiloso,4.76,27.5,2.7,1097.8884156576626,63.94113724721459,90.28267999471231,2.885307480988143
84,cana,arenoso,6.95,15.6,1.0,,58.1518433183093,20.0,73.47642068181577
85,cana,misturado,5.62,26.6,8.3,935.556970765792,34.7445332211892,190.24850952575497,70.06132336608864
86,soja,massape,6.08,8.7,7.1,928.3522071157114,56.464471214077605,300.1777545361784,3.30033962098585
87,laranja,argiloso,4.84,16.3,6.2,733.2727710183096,42.47898784178549,149.55872078107106,21.60140857515683
88,cana,argiloso,4.51,22.8,1.6,1034.8898804807336,15.985398638335948,162.1159320639574,71.10087923378937
89,soja,argiloso,6.41,25.1,4.8,969.5330492814852,47.38247909593338,132.25149401436056,3.024579980966553
90,cana,argiloso,6.05,23.6,7.8,715.6989207952354,35.636198691439574,245.28365049061554,86.66146810233207
91,cana,argiloso,6.28,26.8,3.0,821.7040099823616,45.003322745954996,145.334584023308,
92,cana,arenoso,6.88,8.2,3.1,868.1329150608393,69.77174745412866,138.8061503991039,99.89436735292102
93,cana,massape,6.44,10.7,0.0,821.4395606961626,48.37180354098238,204.65182885615218,99.61778527833896
94,laranja,misturado,5.02,31.5,1.7,627.417717330005,29.739977232150057,120.9436222681907,33.12305657048802
95,cana,misturado,5.58,26.4,8.8,1039.804061716779,59.46622508424306,72.91837793544875,81.8605939472113
96,cana,misturado,7.22,11.0,4.4,851.2979088196211,50.43813855204658,202.93802277274165,62.90581866404095
97,cana,misturado,6.81,30.7,9.8,903.0729551786619,27.972572564521375,114.50716753967126,62.64022722035207
98,laranja,arenoso,6.17,14.5,4.0,784.3466825205147,20.90643348788016,91.47239833943922,33.088649380549064
99,cana,latossolo,5.27,20.9,7.2,995.054294794398,30.33993661171919,276.0028895143912,95.12505366048845
100,cana,massape,5.41,11.9,2.8,939.7392368762806,57.54452701007583,139.28419180663727,77.59954645067144
101,laranja,argiloso,6.7,27.2,3.6,1142.5568778260836,40.47596799535431,179.65356493783997,20.796318743512792
102,laranja,latossolo,7.05,26.0,1.9,996.1197425877968,46.217137784331165,151.7716944604666,22.764244884154543
103,laranja,misturado,6.51,13.7,3.5,859.4631196325778,24.92205493835747,96.82083057778028,28.87347151099764
104,cana,latossolo,6.93,31.3,5.5,752.0566364994879,57.94828468526135,191.36601720131534,87.11873199825925
105,laranja,massape,6.8,18.8,9.9,1073.190536783329,14.77224503463394,168.87473902720347,33.212656365635
106,laranja,argiloso,4.95,15.9,,843.4847802427084,35.169337258984726,110.43721010160405,25.74822771396252
107,cana,argiloso,5.77,12.1,2.0,865.6564866807558,51.27695788670691,175.99142027138032,82.0715676579803
108,laranja,massape,4.96,15.2,0.4,865.6056787414651,28.16052832440982,119.14139435219988,33.626606529832195
109,cana,massape,5.21,8.6,1.3,819.6784578685741,54.21193919175664,83.73027839348819,59.49886118334838
110,soja,misturado,7.11,23.7,5.6,869.0922011540262,31.962090321725967,77.6599647388726,3.4269811787668103
111,laranja,argiloso,5.92,30.7,7.7,1285.2415125465154,26.608941107755395,166.20351725777874,26.328856106840323
112,soja,latossolo,6.11,22.8,9.4,690.4355891744616,64.29723096966711,127.03614420429334,3.585103911581497
113,cana,arenoso,5.04,13.9,0.2,737.099157847678,47.308952896485074,240.1022411426377,91.1512792343361
114,laranja,arenoso,5.44,8.9,5.2,1176.8648836308498,52.785541170744395,147.4225131997226,24.518451778051674
115,cana,massape,5.19,13.8,4.7,825.0391231009856,60.27314376829045,102.88780239278509,78.91198172225222
116,soja,misturado,5.12,19.2,6.6,809.875743185021,5.71051575748605,159.46905831863472,2.379209829780927
117,cana,arenoso,6.41,28.5,5.6,1106.9727713546868,54.52173959955479,72.34396070552361,93.99989797914185
118,laranja,argiloso,5.27,13.1,6.9,615.9608765436498,33.58462223258479,144.95212556851786,29.198869100323154
119,laranja,massape,6.4,27.4,6.6,1064.2908858506812,35.560908138391284,169.15000658869653,34.992561777258565
120,soja,latossolo,4.68,31.4,1.2,909.1232858643087,51.561616164983796,161.74033845811832,3.140239985535781
121,cana,massape,4.93,20.3,8.0,992.9604261663955,39.55438839885821,228.16799583118552,95.9720271717763
122,laranja,latossolo,5.32,30.2,1.2,989.2061910504251,53.91781613184781,305.851027550667,22.650369772179303
123,soja,massape,6.29,23.0,7.0,774.4034827034725,,190.28384228047707,2.2180840808564137
124,laranja,,6.53,25.2,4.2,1110.2367560299813,47.523135220260855,220.7277796671312,27.52743029816116
125,laranja,massape,5.83,22.2,5.1,789.9724577043862,37.64667611977066,302.6077595794344,25.166591224734873
126,cana,latossolo,5.84,20.5,9.0,981.7698037997484,29.026000662627926,89.62644913101144,72.39014289058336
127,laranja,latossolo,6.67,14.3,8.9,1147.5448971058272,33.89523643878742,157.8376445265005,32.490526967433084
128,cana,massape,4.55,16.2,8.2,1175.780339969294,43.45763804280083,121.32020807480049,99.49896008252269
129,laranja,arenoso,5.52,15.8,5.1,846.5747328118615,72.55857589161809,200.55946261566433,28.527106396829303
130,soja,misturado,6.96,23.2,,992.6270548482021,67.07859598670314,166.29713516859726,3.2269923721527336
131,laranja,misturado,6.31,11.2,5.1,828.1022419592761,35.20056033210908,100.89406080576397,28.313541869512612
132,,misturado,5.51,32.8,8.7,1400.7592454537548,45.90386515998713,150.65686898082268,77.16488507318407
133,cana,latossolo,7.22,27.5,4.0,1056.0252011747637,40.68415539080929,212.8153643793531,91.75115138114083
134,soja,latossolo,6.82,18.8,9.7,916.8116871673872,46.953999283035365,71.77652213849602,2.684251205535424
135,laranja,arenoso,5.29,12.3,9.3,962.5124346915485,48.88369121314164,102.15932666166125,
136,laranja,misturado,6.44,31.8,7.4,981.4210830892135,52.91272523633402,93.16349489749149,24.04369424346599
137,soja,misturado,6.29,30.2,2.8,987.3487081566964,5.0,169.58379332921461,3.5165421723926116
138,laranja,massape,5.7,27.5,1.3,852.0003564706886,50.4974799883041,224.4309647768976,26.487550714783783
139,laranja,latossolo,5.6,15.3,8.5,821.134540152965,39.01618456175029,29.415932081639312,34.801951973515365
140,cana,misturado,5.53,18.9,1.7,869.6293276547013,34.425931286525945,155.663913808715,94.63971707654211
141,laranja,arenoso,6.35,10.8,8.5,672.0616589905585,56.913850172431054,94.54675696348895,23.99453412218827
142,laranja,arenoso,5.83,13.1,4.9,1043.654881394892,,210.32416648979904,31.1673289519931
143,soja,misturado,7.0,29.1,4.1,739.6589914702055,55.3350471606211,135.78190346572478,3.1367171887391923
144,soja,latossolo,6.51,27.3,9.0,688.0099842030567,37.22172589183358,157.84043634464385,3.4892721980095853
145,cana,arenoso,4.71,24.0,6.0,897.1291066871703,28.85991524791634,149.9197802878764,95.22126596311568
146,laranja,massape,6.42,32.2,5.8,873.9754740620226,5.0,217.4531281913907,33.57357300906358
147,laranja,arenoso,5.31,23.7,5.6,949.9268951577977,47.73773994872034,272.91789184786694,29.010107849189584
148,laranja,argiloso,6.28,20.6,3.7,786.358926120718,53.68524161691655,81.92008020711353,36.00061843240109
149,cana,argiloso,6.54,17.2,7.9,821.4914883538053,43.47204734852954,92.84663292032087,90.29577227273526
150,cana,latossolo,5.19,33.4,2.5,1038.4239010176982,59.006193132569884,169.28987415328243,86.62062591349157
151,soja,misturado,5.87,10.2,9.4,1026.2434400990387,25.197146462512613,101.01585910188487,3.178994244936025
152,cana,latossolo,5.07,33.1,8.9,1017.9050092353357,42.43141565317427,206.01502622401645,77.4242917577396
153,laranja,latossolo,4.66,30.3,3.4,906.7935224702965,41.245485606181646,215.64704754506022,30.099418630308527
154,laranja,latossolo,,11.5,,933.7845246664549,43.34836973615901,117.20542126521252,28.50378818489992
155,cana,latossolo,5.59,23.3,5.7,946.0877775421006,62.51897494430861,104.1877640015115,88.12990720761267
156,laranja,massape,7.49,31.4,3.4,768.7916520382047,43.42736663851856,133.51325870083684,30.403729137781458
157,laranja,massape,5.84,23.4,9.9,1194.80932002922,40.57811323841206,156.2410928377811,29.28300739071524
158,cana,arenoso,5.5,32.5,0.3,1166.3176064975398,30.949597802842028,168.8902313937115,109.15954488313422
159,,argiloso,6.24,33.5,2.5,1058.8491182001935,64.92869207132189,20.0,78.66442138986234
160,laranja,latossolo,4.77,19.4,5.2,814.8276827196804,23.532056661320592,91.95266886899289,30.16146672059853
161,laranja,arenoso,7.38,18.2,5.2,1007.8288235900301,36.70500850728881,125.75403906776496,26.861533920756294
162,laranja,argiloso,6.4,33.3,5.9,1095.6739875539542,70.4090560064624,102.18064009518679,15.692639432123796
163,soja,misturado,6.76,26.2,7.5,655.3606196557714,52.023649471073014,20.0,3.222610870852622
164,soja,massape,5.01,11.1,6.2,1238.9023523396995,44.69735022448095,36.69765207871838,2.9254011776325837
165,soja,argiloso,5.73,9.1,6.0,552.122477768841,45.32538083289426,71.67848846493798,3.273271016463834
166,cana,misturado,5.77,23.2,0.5,1040.921163941815,30.804330189632733,143.08294794880686,84.68316974401954
167,soja,argiloso,,33.1,3.8,1190.6564612504937,43.97209132713713,123.82786839112143,3.4541431551757347
168,cana,massape,4.5,30.8,2.3,877.3873071945939,39.752012415063106,112.10585504828552,78.63784749620598
169,cana,massape,5.4,26.2,2.7,869.9071200353853,47.69442899182506,197.79089764757043,80.13888501115672
170,soja,arenoso,7.44,11.8,5.5,1033.5321585293846,22.40637921560537,197.7680198954257,3.5802774611239796
171,soja,latossolo,5.92,14.9,2.0,1270.3763783867744,50.967780116539785,158.99511920891243,2.976376588207551
172,soja,argiloso,5.65,31.6,2.9,843.7864724117268,60.249445123294635,157.2072169631195,2.564618803716283
173,laranja,argiloso,4.86,12.9,2.4,743.8089616268111,41.9426531231914,98.60036694399531,28.785156784632406
174,soja,misturado,7.42,15.5,9.5,815.2449088784016,54.706475899587105,105.78046016060833,3.7283394990272978
175,laranja,massape,4.56,11.5,9.4,589.4972015427559,49.65519412266866,47.541037012486925,31.44590237823443
176,cana,argiloso,6.71,26.3,6.1,1079.5515797430312,35.88389789750916,134.95491409330015,87.10581034636364
177,laranja,massape,6.81,33.5,9.2,797.183389457228,29.122114703143275,197.1444773826718,34.25322671674389
178,soja,argiloso,5.23,15.3,7.9,858.3321691868889,31.224172669190118,231.25979380647362,3.7328068956659664
179,cana,arenoso,6.51,20.8,5.9,1081.9242262838013,49.393388537320725,135.3132085256722,81.02902566725128
180,cana,latossolo,4.78,25.1,0.1,824.6179351180302,44.15782302022193,179.50012992058143,87.97026074004484
181,cana,argiloso,5.27,35.0,7.7,1051.8180790776794,64.12639532822547,20.0,88.48552267163728
182,laranja,massape,6.86,10.8,7.0,692.3822992367426,56.863051683058416,124.02430077609455,27.56624685628715
183,soja,arenoso,7.09,,6.2,1091.7438856647996,56.83177474690952,122.6182571920042,3.7536990283495513
184,cana,argiloso,6.33,18.4,7.6,968.381004253094,48.94621202568334,239.47009885352298,83.17431479923874
185,cana,misturado,6.02,31.4,5.1,882.2841938360664,30.567015760175032,173.57600765528508,78.99665330794005
186,cana,latossolo,4.98,20.9,7.0,926.1786975887592,49.880089439624875,179.65532537283644,53.90150491149815
187,laranja,argiloso,4.69,11.0,9.4,642.6477410694526,45.95779747542334,176.53969865993957,24.00848058813144
188,laranja,arenoso,4.85,25.1,3.8,921.600148789394,27.92427917166378,152.72656393993327,21.422910455982837
189,soja,,5.18,28.8,7.1,871.6660429286792,63.14923887838067,241.94191985094778,3.2838415394934257
190,laranja,arenoso,5.53,8.1,4.8,648.1134779124873,61.534340623937275,,21.731553747686227
191,cana,arenoso,5.64,31.2,6.7,765.7849146186912,27.837762833744094,158.77262452292507,92.30421690002682
192,soja,misturado,5.54,,7.6,874.1509484094963,35.433076423252075,217.78817109837382,3.7433750432856154
193,cana,arenoso,5.22,22.9,0.5,778.5415630104317,36.75074670839285,36.5163928084411,84.62611889694256
194,cana,misturado,6.03,19.2,6.5,417.5772189899166,54.147773156994226,200.27507122633813,73.1917874048351
195,laranja,argiloso,6.98,27.4,2.3,1115.2775079217731,52.42087770680995,104.33020552408101,29.43200188090767
196,soja,misturado,5.34,18.0,6.7,871.582024982067,45.666108191795345,156.58895573052246,4.057390023235211
197,laranja,misturado,7.33,31.5,4.7,445.209958152691,49.10785920598688,103.1784371432744,35.91240314662281
198,laranja,latossolo,7.12,27.7,7.7,1326.9925879358789,25.685517053316996,207.54910059294133,20.969606533812886
199,soja,misturado,4.99,25.5,1.2,1148.2784662626377,50.72041922037679,132.69828712658602,2.7227275106127045
200,cana,misturado,6.86,29.5,6.3,830.2035897863329,43.48671936680894,200.7478113814327,64.60556272240062
201,cana,argiloso,6.22,28.4,2.8,731.5005017266598,34.81435226162115,176.1197901758605,71.35624655499615
202,soja,latossolo,6.2,9.0,8.5,980.6382421521043,22.012405891045216,102.37245095646969,
203,cana,massape,5.67,18.7,9.3,940.4653629768283,45.40441734279528,180.1115514237315,78.31966869796089
204,,argiloso,6.0,33.1,10.0,1008.4179849600747,50.35439844326715,110.18585651923607,2.964531985646156
205,soja,argiloso,5.69,11.4,8.0,732.0759453489903,19.462772974401187,153.84768563039842,3.7156439070065805
206,laranja,massape,6.12,27.9,7.5,1119.5544041943267,45.27729105984645,131.604338310612,30.650465595438135
207,soja,misturado,6.38,34.3,2.2,805.3075753648901,46.83359627772743,203.9947119833264,2.618118949138475
208,laranja,arenoso,6.52,9.4,3.4,1036.1531497311134,36.68655685278509,182.41933624424507,32.90862337104818
209,cana,latossolo,6.1,26.4,4.7,740.6121479085951,50.69757303592761,148.15670708371545,91.07241666954447
210,cana,arenoso,6.66,20.6,7.7,1429.6287971506972,43.01006375584021,108.85729337066033,91.33915909636447
211,cana,massape,4.92,23.6,9.1,1039.1046697930517,49.247565080045455,73.86051061015691,78.15431171283318
212,cana,argiloso,5.14,10.3,1.9,1476.8464553147292,53.01370399312584,158.13938515744186,82.75234984246131
213,laranja,argiloso,6.96,9.2,9.2,1065.5203952652093,53.02210359225785,112.06254641089447,18.136392359014415
214,cana,latossolo,5.47,26.0,7.0,787.7071286262632,60.25230740169753,37.32023054557048,95.4038400704155
215,soja,argiloso,4.57,30.2,6.1,1065.8761587178392,50.0748778317687,70.19828754022497,2.9004291954794734
216,soja,,4.96,29.1,2.0,1080.1155636386434,37.84438888834769,247.552518332503,2.9517483875624224
217,soja,latossolo,,22.7,0.6,974.6648288995525,35.283149328702045,110.40141690063328,2.946343482256113
218,laranja,latossolo,7.37,10.7,5.7,1026.0784944064112,29.050368706970662,214.9297666506241,37.0020055845191
219,cana,massape,6.22,26.6,6.5,1052.3454258815352,47.26769464669359,128.60101636810316,76.97555122285256
220,cana,argiloso,7.3,14.5,2.1,701.2637978468517,64.81967571978785,224.3746581096488,96.30712328252467
221,cana,argiloso,6.23,32.6,5.6,687.0283190540096,39.623210910192746,220.02984104846269,84.71209474140662
222,laranja,massape,5.94,30.6,8.6,741.1566002771133,51.744123715649394,100.45827438596055,23.854451432822604
223,soja,misturado,5.44,27.2,8.4,925.508478874102,33.71579993227259,30.721459991543696,2.895839978688121
224,soja,misturado,6.32,33.6,9.3,855.365765705316,47.92207372740952,35.800771378180784,3.048457565006403
225,cana,misturado,4.92,8.8,3.7,704.8858868154102,63.8902069211166,101.48030976265758,84.1064631186895
226,soja,massape,7.19,,3.2,1055.0628421039294,55.29371959997914,263.3780655334525,3.5406948425552693
227,soja,argiloso,6.99,,7.5,956.608964027296,21.437819502912646,125.36627550464765,3.1116033282038336
228,laranja,massape,5.45,32.5,4.3,933.7857982741708,53.56042224053317,158.71463700440728,25.4579412910984
229,laranja,massape,7.36,15.2,0.9,848.4021389652129,54.24338668190328,228.2002119722034,23.59422427548963
230,laranja,misturado,6.98,27.6,2.8,824.3543795268854,47.602304598406334,156.6192817867013,22.029789292698887
231,laranja,arenoso,6.5,31.7,4.2,731.7337676382047,55.012831690535116,154.55346231124648,21.611544901238688
232,,argiloso,4.87,9.1,2.9,1086.7480585074675,32.497469404236924,187.3597916367088,96.85634701527522
233,laranja,misturado,5.93,18.7,3.3,759.3014236693627,45.948947322061294,167.33818533059923,25.35580457689564
234,soja,arenoso,6.02,28.6,2.9,941.8780933385633,61.652609114071524,144.0319736997909,3.123889640177693
235,cana,arenoso,5.2,20.3,0.4,1232.4020792544065,60.299242251995516,106.71303940815346,77.00064900422977
236,soja,latossolo,4.74,15.2,6.4,833.5484510621299,53.22067461008957,154.70933345192736,3.1732574840289502
237,soja,argiloso,6.83,13.9,6.0,1092.140428143839,31.755071647486755,215.66398782498842,3.4484296697293733
238,soja,arenoso,4.87,11.6,6.5,1013.7418032071346,29.393043440710823,256.92027521992327,3.105247671532151
239,laranja,misturado,6.28,31.1,1.9,962.2935126522107,46.718155116650316,167.5365984941346,28.903699437152856
240,laranja,latossolo,7.31,23.5,3.0,986.0696883809505,47.71161358088761,195.30966810575836,35.0910424474882
241,cana,,7.13,10.1,6.2,881.018686145814,43.49442341584115,166.18384242976873,75.16403180575352
242,cana,massape,5.33,18.3,6.0,906.9551937586881,32.92822532705021,144.76023813578382,79.7263807601175
243,laranja,misturado,7.05,17.9,5.1,790.377210354855,51.554416130855905,180.85542471676106,31.20530134705904
244,soja,arenoso,4.5,12.9,3.5,908.2914242268178,46.65248023041812,221.35997005874907,3.89891846687277
245,cana,arenoso,4.55,19.8,,782.9548008433005,49.3473647482571,96.81828983885129,70.09227666548558
246,laranja,misturado,6.31,17.0,3.4,1101.1310186153194,53.901506394361654,62.91619786122547,19.49597987576084
247,laranja,arenoso,5.59,17.2,4.6,560.1005142643112,40.89525318482981,118.01950502181204,27.99696824563854
248,laranja,latossolo,5.66,28.0,6.8,996.2106582250965,37.66862433930845,162.69971659798222,27.48061551514098
249,soja,argiloso,6.19,14.0,5.4,967.3173402844559,61.61347984962934,202.1922970572739,3.5800677184664393
250,laranja,latossolo,5.08,25.3,3.5,949.2031928352067,33.639622702047475,90.62953050867071,30.73780173310507
251,laranja,arenoso,5.14,23.4,4.4,1104.8997897730974,37.96238700806988,20.0,27.830183870628634
252,,massape,5.95,23.3,7.9,842.7752819914106,63.5137172314121,119.43308059973903,33.24607426683396
253,laranja,argiloso,6.76,25.9,2.8,951.08676891441,36.7946362348551,138.36514646050583,24.5949117257367
254,cana,argiloso,6.36,22.8,1.4,556.6916223627095,43.5207353453916,80.26359099531372,87.53896950492106
255,cana,misturado,5.39,31.7,3.1,816.9366235729553,38.82045196330458,104.63454427096129,70.41151325422817
256,laranja,misturado,5.79,26.2,8.5,1071.1472862350447,18.251677780743037,202.03700460521986,27.78935861912341
257,soja,massape,5.01,22.8,0.9,632.1676528927037,43.15038521992805,154.68720417576594,2.715547344583987
258,cana,argiloso,4.72,30.4,9.9,931.948673410149,29.84067354632178,170.73732711655907,71.60987743628439
259,laranja,massape,6.85,24.4,5.4,764.4965856232405,48.818706489653415,128.65906610336714,36.5472591874496
260,cana,misturado,5.3,15.9,9.8,877.802605645653,61.58457765061668,104.75337534250045,63.10554918573315
261,cana,misturado,5.03,13.6,9.4,776.4645022476806,11.787394002395175,128.22610623455137,82.40017965502288
